date,r_trend,r_coinbase,k_trend,k_coinbase,r_port,equity,drawdown
2026-09-24,0.004301492656324136,9.954382954099181e-05,0.5699873952881126,0.3426151857028053,0.002485901822672894,1.0024859018226728,0.0
